# of Threads,Reciprocal PHL,Reciprocal Integral
1,15162.985135311999329,177.906973797000006 
,15161.568620821999502,178.114131501999992 
,15164.434091683000588,178.705492499999991 
,15188.915892136999901,178.415366470000009 
,15170.122512128000380,178.165226969000003 
 
 
2,7659.314572450000014,127.386516689999993 
,7681.077604432000044,126.357369246999994 
,7654.920502613999815,122.476737209999996 
,7702.637458027999855,115.899908193000002 
,7617.026994263999768,121.330219581999998 
 
 
3,5324.445319686000403,108.555639759000002 
,5326.795426654999574,112.059401002000001 
,5322.321334475999720,105.830349721999994 
,5326.252822723999998,107.387903731999998 
,5335.625825799999802,114.594558289000005 
 
 
4,4040.600222414000200,109.128552862999996 
,4037.222486186999959,109.929819480000006 
,4043.014772258999983,109.706215646999993 
,4039.805649368000104,110.306127505999996 
,4033.877909003999775,107.965691481999997 
 
 
5,3471.935059673000069,114.220294003999996 
,3484.294423633999941,110.907593817999995 
,3480.170150121000006,114.088298183999996 
,3472.534908623999854,113.546982450000002 
,3473.358752885999820,113.561987053999999 
 
 
6,3126.721887289999813,112.320912389000000 
,3121.623946133000118,110.157434418999998 
,3139.069534172000203,111.351164338000004 
,3130.605248077999931,114.326820134000002 
,3127.297711990000153,112.411030318000002 
 
 
7,2992.148065029999998,103.693675772999995 
,2988.466226074000133,103.722561911000000 
,2992.881854417999875,101.639327141999999 
,2993.653419646000202,101.979187476000007 
,2993.910052847999850,103.714816286000001 
 
 
8,2872.137475404999805,96.908164585999998 
,2867.926053417999810,92.822315915000004 
,2865.371385864999866,94.782225984999997 
,2875.681639136999820,102.321776495999998 
,2872.645407199000147,101.280343505000005 
 
 
9,2745.309532664000017,86.014906212000000 
,2754.245293514999958,89.145549626999994 
,2749.703182549999838,88.922826565999998 
,2758.058349447000182,89.028272111000007 
,2754.287108816000000,86.665163731000007 
 
 
10,2657.777387821000048,83.618899249999998 
,2651.052418764999857,77.974554244000004 
,2665.047197807999964,84.587859655000003 
,2656.386702933999914,77.128845412000004 
,2651.660460529999909,78.183288785000002 
 
 
11,2563.421090873000139,79.213570709999999 
,2566.775479695999820,82.687111243999993 
,2564.660023660000206,79.196014688000005 
,2566.859471760999895,82.820692260000001 
,2568.882761742000184,79.867341130000000 
 
 
12,2476.767575870000201,75.545192358999998 
,2480.992590645999826,78.624218361999993 
,2477.087615750000168,75.657640522999998 
,2478.984786899000028,75.851731517999994 
,2483.494480657000167,75.662488382000006 
 
 
13,2479.240871170999981,70.824592143999993 
,2485.847867329000110,70.849297790999998 
,2462.897089021999818,70.675654496999996 
,2479.539181388000088,78.640001923000000 
,2477.756601745999887,78.543457175000000 
 
 
14,2478.305620927999826,78.809669645000000 
,2474.025369460000093,75.565213236000005 
,2473.946244429000217,75.724353933000003 
,2470.656088893999822,70.716486543000002 
,2474.196352384999955,75.788902257999993 
 
 
15,2475.780724158999874,75.790730616000005 
,2475.239098559000013,78.626226802999994 
,2478.908356731999902,78.670504115000000 
,2475.209563865999826,78.427808033000005 
,2470.689564600999802,75.761081387999994 
 
 
16,2470.588210836000144,75.586460571999993 
,2487.823541262000163,75.951036377999998 
,2483.588184238999929,78.729656551000005 
,2470.120703494999816,70.695576510999999 
,2469.956984458000079,70.822019467999993 
 
 
17,2467.934649102000094,70.681889025000004 
,2474.833387785000014,78.652769910000004 
,2477.607526092000171,78.468123785000003 
,2479.600363933000153,78.720930960000004 
,2476.456150478999916,78.672881091999997 
 
 
18,2472.014114852000148,75.596395966000003 
,2473.418536500999835,72.667258664000002 
,2476.558336803000202,78.482894658999996 
,2475.695701626999835,70.900808921000007 
,2477.483970417999899,78.419644290999997 
 
 
19,2483.818352173000221,72.881066993999994 
,2480.112557876000210,78.777905949000001 
,2478.771901578999859,78.526885175999993 
,2477.036524246000226,78.703214712999994 
,2469.862679658000161,72.542897995999994 
 
 
20,2475.612816143000146,75.880985636999995 
,2481.290441834999910,75.753157975999997 
,2481.473760598999888,75.800721315000004 
,2487.829611630999807,70.890868299999994 
,2481.063828387999820,78.455206984000000 
 
 
21,2471.951771448999807,75.767736982000002 
,2468.717138446999797,72.477177445999999 
,2472.429213037999943,71.039374281999997 
,2472.734957769000175,75.552126282000003 
,2483.844649660999949,70.867637285000001 
 
 
22,2478.016375501999846,75.564747319000006 
,2479.155224419000206,78.691581947000003 
,2478.651965585000198,78.677184349000001 
,2471.696051166999951,75.571476881999999 
,2478.951473321999856,78.710909235000003 
 
 
23,2477.881505042999834,78.456533383999997 
,2480.738323880999815,78.712830401000005 
,2476.993506825000168,75.628253283000006 
,2478.193447138000010,78.694173414999995 
,2478.122247314000106,78.657403113000001 
 
 
24,2463.658739788999810,70.776163244000003 
,2482.979023073999997,78.954849836999998 
,2481.780057207000027,72.620861726000001 
,2476.231677195999964,72.706878560000007 
,2489.059112868999819,72.638629375999997 
 
 
